IDs_interactor_A	IDs_interactor_B	interactor_IDs_databases_A	interactor_IDs_databases_B	Taxid_interactor_A	Taxid_interactor_B	Publication_Identifiers	Confidence_values	Host_organisms	bait_prey_status_A	bait_prey_status_B	Interaction_detection_methods	Interaction_types	Interaction_identifiers	Expansion_methods	Features_interactor_A	Features_interactor_B	Identification_method_participant_A	Identification_method_participant_B	binding_region_A_start	binding_region_A_end	binding_region_B_start	binding_region_B_end	binding_region_A_type	binding_region_B_type	pair_id
Q4JQT6	Q4JQU9	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533528|imex:IM-11718-128	-	sufficient binding region:1-79	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	79			sufficient_binding_region		Q4JQT6|Q4JQU9
Q4JQU9	Q4JR00	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533535|imex:IM-11718-289	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU9|Q4JR00
Q4JQU9	Q8AZM1	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533558|imex:IM-11718-237	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU9|Q8AZM1
Q4JQU9	Q9J3N1	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533551|imex:IM-11718-200	-	-	sufficient binding region:36-159	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"			36	159		sufficient_binding_region	Q4JQU9|Q9J3N1
Q4JQU9	Q4JQW6	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533572|imex:IM-11718-238	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU9|Q4JQW6
Q4JQU9	Q9J3M8	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533565|imex:IM-11718-204	-	-	sufficient binding region:560-623	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"			560	623		sufficient_binding_region	Q4JQU9|Q9J3M8
Q4JQU8	Q4JQW4	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533579|imex:IM-11718-290	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU8|Q4JQW4
Q4JQU8	Q4JQW3	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533586|imex:IM-11718-239	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU8|Q4JQW3
Q4JQU8	Q4JQV6	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533593|imex:IM-11718-291	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU8|Q4JQV6
Q4JQU8	Q4JQV2	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533614|imex:IM-11718-240	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU8|Q4JQV2
Q4JQU8	Q4JQV1	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533621|imex:IM-11718-117	-	sufficient binding region:1-238	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	238			sufficient_binding_region		Q4JQU8|Q4JQV1
Q4JQU8	Q4JQU8	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533628|imex:IM-11718-293	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU8|Q4JQU8
Q4JQT7	Q4JQU8	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533649|imex:IM-11718-242	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQU8
Q4JQU8	Q4JQX1	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533656|imex:IM-11718-295	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU8|Q4JQX1
Q4JQU8	Q4JR00	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533663|imex:IM-11718-243	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU8|Q4JR00
Q4JQU8	Q77NP2	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533670|imex:IM-11718-205	-	-	sufficient binding region:359-435	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"			359	435		sufficient_binding_region	Q4JQU8|Q77NP2
Q4JQU8	Q77NN6	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533684|imex:IM-11718-156	-	-	sufficient binding region:1-74	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"			1	74		sufficient_binding_region	Q4JQU8|Q77NN6
Q4JQU8	Q4JR15	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533677|imex:IM-11718-244	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU8|Q4JR15
Q4JQU8	Q9J3M8	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533691|imex:IM-11718-296	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU8|Q9J3M8
Q4JQU7	Q4JQX1	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533712|imex:IM-11718-246	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU7|Q4JQX1
P0C764	Q4JQU8	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533698|imex:IM-11718-245	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P0C764|Q4JQU8
Q4JQU7	Q4JQX2	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533705|imex:IM-11718-297	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU7|Q4JQX2
Q4JQX2	Q4JQX2	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533726|imex:IM-11718-247	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQX2|Q4JQX2
Q4JQU7	Q4JQX2	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533719|imex:IM-11718-298	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU7|Q4JQX2
Q4JQV0	Q4JR05	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533740|imex:IM-11718-105	-	-	sufficient binding region:1-709	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"			1	709		sufficient_binding_region	Q4JQV0|Q4JR05
Q4JQU3	Q4JQW5	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533747|imex:IM-11718-300	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU3|Q4JQW5
Q4JQU3	Q4JQW6	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533754|imex:IM-11718-248	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU3|Q4JQW6
Q4JQU2	Q4JQV1	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533800|imex:IM-11718-102	-	-	sufficient binding region:1-238	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"			1	238		sufficient_binding_region	Q4JQU2|Q4JQV1
Q4JR00	Q4JR05	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533818|imex:IM-11718-305	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JR00|Q4JR05
Q4JQU3	Q4JQX2	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533811|imex:IM-11718-304	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU3|Q4JQX2
Q4JQU5	Q4JQW7	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533831|imex:IM-11718-306	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU5|Q4JQW7
Q4JQU0	Q4JQW1	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533841|imex:IM-11718-308	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU0|Q4JQW1
Q4JQU0	Q77NN6	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533848|imex:IM-11718-307	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQU0|Q77NN6
P0C0E6	P0C0E6	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533855|imex:IM-11718-309	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P0C0E6|P0C0E6
P0C0E6	Q9E2H5	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533862|imex:IM-11718-310	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P0C0E6|Q9E2H5
Q4JQW3	Q775J3	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533869|imex:IM-11718-83	-	sufficient binding region:361-661	sufficient binding region:1-803	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	361	661	1	803	sufficient_binding_region	sufficient_binding_region	Q4JQW3|Q775J3
Q4JQV7	Q775J3	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533876|imex:IM-11718-206	-	sufficient binding region:173-306	sufficient binding region:1-803	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	173	306	1	803	sufficient_binding_region	sufficient_binding_region	Q4JQV7|Q775J3
Q4JQT6	Q775J3	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533883|imex:IM-11718-130	-	sufficient binding region:1-79	sufficient binding region:1-803	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	79	1	803	sufficient_binding_region	sufficient_binding_region	Q4JQT6|Q775J3
Q4JQW6	Q775J3	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533890|imex:IM-11718-80	-	-	sufficient binding region:1-803	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"			1	803		sufficient_binding_region	Q4JQW6|Q775J3
Q4JQT7	Q4JQW4	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533897|imex:IM-11718-311	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQW4
Q4JQT7	Q4JQW3	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533904|imex:IM-11718-312	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQW3
Q4JQT7	Q4JQV9	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533911|imex:IM-11718-313	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQV9
Q4JQT7	Q4JQV6	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533918|imex:IM-11718-314	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQV6
Q4JQT7	Q4JQV1	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533925|imex:IM-11718-103	-	-	sufficient binding region:1-238	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"			1	238		sufficient_binding_region	Q4JQT7|Q4JQV1
Q4JQT7	Q4JQV0	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533932|imex:IM-11718-315	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQV0
Q4JQT7	Q4JQU9	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533939|imex:IM-11718-316	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQU9
Q4JQT7	Q4JQX2	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533953|imex:IM-11718-318	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQX2
Q4JQT7	Q4JQU7	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533946|imex:IM-11718-317	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQU7
Q4JQT7	Q4JQU3	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533960|imex:IM-11718-319	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQU3
Q4JQT7	Q4JQX1	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533974|imex:IM-11718-320	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQX1
Q4JQT6	Q4JQT7	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533967|imex:IM-11718-129	-	sufficient binding region:1-79	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	79			sufficient_binding_region		Q4JQT6|Q4JQT7
Q4JQT7	Q4JR00	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533981|imex:IM-11718-321	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JR00
Q4JQT1	Q4JQT7	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533988|imex:IM-11718-322	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT1|Q4JQT7
Q4JQT7	Q77NP3	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2534005|imex:IM-11718-324	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q77NP3
Q4JQS9	Q4JQT7	uniprotkb	uniprotkb	341980	341980	20205919		4932	bait	prey	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2533998|imex:IM-11718-323	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQS9|Q4JQT7
Q4JQT7	Q9J3N3	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2534019|imex:IM-11718-326	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q9J3N3
Q4JQT7	Q77NN9	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2534012|imex:IM-11718-325	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q77NN9
Q4JQT7	Q77NN4	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2534033|imex:IM-11718-154	-	-	sufficient binding region:295-354	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"			295	354		sufficient_binding_region	Q4JQT7|Q77NN4
Q4JQT7	Q77NN6	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2534026|imex:IM-11718-157	-	-	sufficient binding region:1-74	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"			1	74		sufficient_binding_region	Q4JQT7|Q77NN6
Q4JQT6	Q4JQW3	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2534047|imex:IM-11718-328	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT6|Q4JQW3
Q4JQT7	Q4JQW6	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2534040|imex:IM-11718-327	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT7|Q4JQW6
Q4JQT6	Q4JQT6	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2534054|imex:IM-11718-329	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q4JQT6|Q4JQT6
Q4JQT6	Q4JQV6	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2534061|imex:IM-11718-94	-	sufficient binding region:1-79	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	79			sufficient_binding_region		Q4JQT6|Q4JQV6
Q4JQT6	Q4JQV2	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2534068|imex:IM-11718-98	-	sufficient binding region:1-79	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	79			sufficient_binding_region		Q4JQT6|Q4JQV2
Q4JQT6	Q4JQV1	uniprotkb	uniprotkb	341980	341980	20205919		4932	prey	bait	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2534075|imex:IM-11718-112	-	sufficient binding region:1-79	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	79			sufficient_binding_region		Q4JQT6|Q4JQV1
